date,branch_id,region,recruited_today,disbursed_amount_ksh,daily_dues_ksh,collected_ksh,missed_calls,arrears_new_ksh,par_percent,daily_target_ksh
2024-12-29,BR074,Western,10,19058,56417,42513,1,2,2.72,1800000
2024-12-30,BR074,Western,18,15414,60938,42122,3,1,1.31,1800000
2024-12-31,BR074,Western,12,11985,58827,53910,1,2,1.7,1800000
2025-01-01,BR074,Western,16,10160,60150,55559,1,0,0.58,1800000
2025-01-02,BR074,Western,8,9289,48720,39678,1,0,1.98,1800000
2025-01-03,BR074,Western,14,12578,61206,55537,2,0,5.11,1800000
2025-01-04,BR074,Western,16,6811,49456,34838,1,1,1.03,1800000
2025-01-05,BR074,Western,8,11235,52711,49516,3,1,3.8,1800000
2025-01-06,BR074,Western,20,14253,59119,51629,1,0,0.57,1800000
2025-01-07,BR074,Western,24,10680,50287,50483,0,3,1.61,1800000
2025-01-08,BR074,Western,10,18057,59308,56532,1,1,0.89,1800000
2025-01-09,BR074,Western,10,11904,51582,44838,1,1,5.45,1800000
2025-01-10,BR074,Western,10,13928,62034,51106,1,1,4.68,1800000
2025-01-11,BR074,Western,10,9885,54003,42141,0,0,3.64,1800000
2025-01-12,BR074,Western,18,21471,49638,44154,2,0,4.97,1800000
2025-01-13,BR074,Western,20,23211,54642,49014,4,2,2.01,1800000
2025-01-14,BR074,Western,16,8820,48374,45735,2,1,0.99,1800000
2025-01-15,BR074,Western,10,17871,68326,64730,2,0,3.58,1800000
2025-01-16,BR074,Western,14,18857,52456,43249,6,2,2.5,1800000
2025-01-17,BR074,Western,6,21644,66780,49101,2,3,5.39,1800000
2025-01-18,BR074,Western,16,14182,52398,43467,0,1,4.09,1800000
2025-01-19,BR074,Western,8,8354,60950,45104,3,1,3.09,1800000
2025-01-20,BR074,Western,20,13214,70392,49649,0,1,3.22,1800000
2025-01-21,BR074,Western,20,22470,66438,52270,3,1,1.3,1800000
2025-01-22,BR074,Western,18,21657,64264,60790,4,0,3.25,1800000
2025-01-23,BR074,Western,20,13148,67428,57044,2,3,5.0,1800000
2025-01-24,BR074,Western,10,21617,61980,45388,4,4,4.97,1800000
2025-01-25,BR074,Western,16,11775,52180,42410,4,0,5.15,1800000
2025-01-26,BR074,Western,8,19850,49951,44741,0,0,5.09,1800000
2025-01-27,BR074,Western,10,13765,64138,51464,2,1,1.8,1800000
2025-01-28,BR074,Western,0,26100,55249,48176,0,0,2.13,1800000
2025-01-29,BR074,Western,16,13194,64682,67642,0,0,5.96,1800000
2025-01-30,BR074,Western,14,17785,51367,49684,5,0,4.6,1800000
2025-01-31,BR074,Western,12,14382,48213,39878,3,1,2.07,1800000
2025-02-01,BR074,Western,6,10160,51568,34535,2,1,0.53,1800000
2025-02-02,BR074,Western,18,8257,60553,55234,3,1,2.99,1800000
2025-02-03,BR074,Western,12,15932,61018,62616,2,0,1.96,1800000
2025-02-04,BR074,Western,10,7662,67890,45227,1,1,4.26,1800000
2025-02-05,BR074,Western,10,10371,56049,44719,1,0,3.78,1800000
2025-02-06,BR074,Western,16,7894,61118,49374,1,1,2.37,1800000
2025-02-07,BR074,Western,12,8010,51787,48232,3,0,1.97,1800000
2025-02-08,BR074,Western,8,17605,61135,42159,2,2,4.64,1800000
2025-02-09,BR074,Western,12,8012,53151,52791,4,0,4.31,1800000
2025-02-10,BR074,Western,4,12535,53445,55562,3,2,4.62,1800000
2025-02-11,BR074,Western,12,9414,49490,41770,1,0,1.83,1800000
2025-02-12,BR074,Western,16,21471,53602,42347,3,1,2.85,1800000
2025-02-13,BR074,Western,10,14507,56697,47339,2,2,3.25,1800000
2025-02-14,BR074,Western,6,14700,65066,65939,0,1,3.89,1800000
2025-02-15,BR074,Western,8,17871,60127,51549,0,2,3.04,1800000
2025-02-16,BR074,Western,8,18102,51829,41239,3,2,5.73,1800000
2025-02-17,BR074,Western,14,4074,59423,47173,0,2,5.92,1800000
2025-02-18,BR074,Western,6,10314,60175,46565,0,1,2.5,1800000
2025-02-19,BR074,Western,6,13053,62564,42484,4,1,4.13,1800000
2025-02-20,BR074,Western,10,14535,64250,60783,4,0,5.05,1800000
2025-02-21,BR074,Western,14,20865,57691,54876,2,1,0.95,1800000
2025-02-22,BR074,Western,16,7580,57654,48936,0,0,4.98,1800000
2025-02-23,BR074,Western,14,19722,55181,47232,0,1,4.52,1800000
2025-02-24,BR074,Western,16,11085,48490,41248,1,1,4.79,1800000
2025-02-25,BR074,Western,10,11214,55447,52666,1,1,3.33,1800000
2025-02-26,BR074,Western,6,18432,52436,43583,3,2,2.96,1800000
2025-02-27,BR074,Western,12,13765,48265,39378,3,1,0.71,1800000
2025-02-28,BR074,Western,8,19140,52514,48816,2,0,4.58,1800000
2025-03-01,BR074,Western,8,19508,64726,52024,0,0,4.15,1800000
2025-03-02,BR074,Western,12,17546,50045,38614,1,2,4.93,1800000
2025-03-03,BR074,Western,18,10062,50499,50509,4,2,3.44,1800000
2025-03-04,BR074,Western,6,8514,62660,45493,3,1,5.31,1800000
2025-03-05,BR074,Western,10,18150,55309,37362,2,3,2.8,1800000
2025-03-06,BR074,Western,4,13157,70871,59650,2,0,3.12,1800000
2025-03-07,BR074,Western,10,13350,53553,49736,1,0,3.87,1800000
2025-03-08,BR074,Western,22,16251,54144,56101,1,1,2.02,1800000
2025-03-09,BR074,Western,26,13735,69856,68955,2,0,1.64,1800000
2025-03-10,BR074,Western,12,11607,57313,37448,2,0,4.83,1800000
2025-03-11,BR074,Western,12,16004,66548,63295,4,2,1.28,1800000
2025-03-12,BR074,Western,14,9542,59285,47333,2,6,3.54,1800000
2025-03-13,BR074,Western,14,14507,51778,33894,1,1,1.72,1800000
2025-03-14,BR074,Western,14,8820,58315,51748,3,1,5.93,1800000
2025-03-15,BR074,Western,8,13651,56224,47047,5,0,1.28,1800000
2025-03-16,BR074,Western,12,15085,59475,51079,2,0,5.41,1800000
2025-03-17,BR074,Western,10,16551,52925,50963,0,0,3.64,1800000
2025-03-18,BR074,Western,6,17534,66875,47406,1,3,1.89,1800000
2025-03-19,BR074,Western,8,15664,60631,59762,1,1,3.78,1800000
2025-03-20,BR074,Western,18,21142,60378,48654,4,1,2.41,1800000
2025-03-21,BR074,Western,10,12037,70039,61638,1,1,2.42,1800000
2025-03-22,BR074,Western,10,9745,58586,54989,4,1,2.9,1800000
2025-03-23,BR074,Western,22,21914,51842,42947,2,1,2.24,1800000
2025-03-24,BR074,Western,18,22171,51274,42374,3,2,5.63,1800000
2025-03-25,BR074,Western,14,8971,59597,50037,4,0,0.57,1800000
2025-03-26,BR074,Western,16,12760,49232,49522,3,1,0.79,1800000
2025-03-27,BR074,Western,14,18354,65920,60177,6,4,1.57,1800000
2025-03-28,BR074,Western,4,20300,65484,49458,2,2,4.55,1800000
2025-03-29,BR074,Western,18,11728,65074,50137,2,2,1.88,1800000
2025-03-30,BR074,Western,6,16600,67853,66113,3,1,5.05,1800000
2025-03-31,BR074,Western,12,16480,53562,39186,2,1,5.19,1800000
2025-04-01,BR074,Western,12,8535,62839,54520,2,0,4.11,1800000
2025-04-02,BR074,Western,0,8257,61669,43098,3,2,4.75,1800000
2025-04-03,BR074,Western,10,12578,55713,50084,1,0,5.62,1800000
2025-04-04,BR074,Western,6,11494,62739,52366,0,1,5.54,1800000
2025-04-05,BR074,Western,10,11667,70761,68481,0,1,4.86,1800000
2025-04-06,BR074,Western,18,10964,69651,66076,3,1,5.06,1800000
2025-04-07,BR074,Western,12,12237,48492,39463,3,0,4.97,1800000
2025-04-08,BR074,Western,14,13542,54989,57153,3,0,2.38,1800000
2025-04-09,BR074,Western,12,9157,64380,52740,2,0,1.14,1800000
2025-04-10,BR074,Western,8,11142,68748,68668,2,0,3.35,1800000
2025-04-11,BR074,Western,6,12709,70734,46645,2,0,4.5,1800000
2025-04-12,BR074,Western,6,11451,61069,41680,2,1,1.64,1800000
2025-04-13,BR074,Western,14,26112,65820,44737,3,1,4.82,1800000
2025-04-14,BR074,Western,2,17640,66343,59997,2,1,5.18,1800000
2025-04-15,BR074,Western,10,13403,51553,40681,3,2,1.72,1800000
2025-04-16,BR074,Western,10,15085,71702,54261,1,1,4.39,1800000
2025-04-17,BR074,Western,12,11204,71729,58935,1,2,1.02,1800000
2025-04-18,BR074,Western,10,24754,68134,71418,2,2,4.52,1800000
2025-04-19,BR074,Western,12,11487,51334,34106,2,1,2.35,1800000
2025-04-20,BR074,Western,10,20614,56653,54923,2,0,3.22,1800000
2025-04-21,BR074,Western,10,20062,63583,64370,2,1,4.6,1800000
2025-04-22,BR074,Western,12,12994,56907,51414,3,0,5.4,1800000
2025-04-23,BR074,Western,6,14244,57823,56498,2,0,2.63,1800000
2025-04-24,BR074,Western,18,9977,48314,48526,0,1,5.25,1800000
2025-04-25,BR074,Western,6,12616,64513,61831,2,4,3.59,1800000
2025-04-26,BR074,Western,6,14745,61407,46883,1,1,1.66,1800000
2025-04-27,BR074,Western,12,24090,60444,52771,1,2,0.63,1800000
2025-04-28,BR074,Western,8,22619,49350,32896,0,0,3.02,1800000
2025-04-29,BR074,Western,14,26389,67315,48971,1,0,4.83,1800000
2025-04-30,BR074,Western,18,24900,51053,42112,1,0,2.21,1800000
2024-11-01,BR075,RiftValleyNorth,12,14631,65521,45009,3,1,4.77,1800000
2024-11-02,BR075,RiftValleyNorth,12,15688,69710,56065,2,0,3.63,1800000
2024-11-03,BR075,RiftValleyNorth,16,14675,55912,43914,2,0,3.6,1800000
2024-11-04,BR075,RiftValleyNorth,20,13835,62971,56858,1,0,1.92,1800000
2024-11-05,BR075,RiftValleyNorth,14,14044,62584,60410,0,0,4.77,1800000
2024-11-06,BR075,RiftValleyNorth,18,16446,59473,43404,2,1,2.59,1800000
2024-11-07,BR075,RiftValleyNorth,8,22695,64244,57436,2,0,1.29,1800000
2024-11-08,BR075,RiftValleyNorth,8,11285,65574,52310,2,0,2.19,1800000
2024-11-09,BR075,RiftValleyNorth,8,17856,58048,49083,0,3,3.48,1800000
2024-11-10,BR075,RiftValleyNorth,8,11607,61148,40340,1,1,3.64,1800000
2024-11-11,BR075,RiftValleyNorth,10,16475,62126,53523,1,0,0.51,1800000
2024-11-12,BR075,RiftValleyNorth,10,10497,50094,35069,1,0,2.95,1800000
2024-11-13,BR075,RiftValleyNorth,12,19342,61198,39913,3,1,5.49,1800000
2024-11-14,BR075,RiftValleyNorth,20,22050,57214,43033,0,0,1.31,1800000
2024-11-15,BR075,RiftValleyNorth,12,18616,70672,66809,2,0,1.95,1800000
2024-11-16,BR075,RiftValleyNorth,14,13828,54813,54009,0,0,1.67,1800000
2024-11-17,BR075,RiftValleyNorth,16,19862,66804,66871,2,1,3.86,1800000
2024-11-18,BR075,RiftValleyNorth,20,12892,49576,32695,1,1,3.61,1800000
2024-11-19,BR075,RiftValleyNorth,8,18797,67645,66586,0,1,3.3,1800000
2024-11-20,BR075,RiftValleyNorth,14,15857,48972,51231,0,1,3.76,1800000
2024-11-21,BR075,RiftValleyNorth,6,17387,63364,58643,1,0,3.52,1800000
2024-11-22,BR075,RiftValleyNorth,16,17596,48368,47073,1,0,3.04,1800000
2024-11-23,BR075,RiftValleyNorth,12,19722,55131,51020,1,0,4.28,1800000
2024-11-24,BR075,RiftValleyNorth,10,24942,60150,52744,2,0,1.67,1800000
2024-11-25,BR075,RiftValleyNorth,6,13457,61167,58898,1,0,2.99,1800000
2024-11-26,BR075,RiftValleyNorth,14,19850,65299,45247,1,1,4.12,1800000
2024-11-27,BR075,RiftValleyNorth,8,13765,67804,44859,1,0,3.82,1800000
2024-11-28,BR075,RiftValleyNorth,14,30159,63396,65521,1,1,5.56,1800000
2024-11-29,BR075,RiftValleyNorth,10,15247,59179,57502,4,2,1.86,1800000
2024-11-30,BR075,RiftValleyNorth,4,15414,60183,43585,2,0,2.7,1800000
2024-12-01,BR075,RiftValleyNorth,12,8941,48358,44620,3,0,5.1,1800000
2024-12-02,BR075,RiftValleyNorth,10,19817,63573,65517,2,0,2.6,1800000
2024-12-03,BR075,RiftValleyNorth,6,6289,49854,33746,1,0,3.71,1800000
2024-12-04,BR075,RiftValleyNorth,10,12771,60585,59121,1,2,2.63,1800000
2024-12-05,BR075,RiftValleyNorth,2,11235,52091,45399,0,2,5.5,1800000
2024-12-06,BR075,RiftValleyNorth,2,15788,53502,44398,2,2,3.03,1800000
2024-12-07,BR075,RiftValleyNorth,10,12015,62901,46474,6,2,1.19,1800000
2024-12-08,BR075,RiftValleyNorth,16,11285,68849,57214,0,0,5.51,1800000
2024-12-09,BR075,RiftValleyNorth,8,12362,66661,60806,3,0,1.84,1800000
2024-12-10,BR075,RiftValleyNorth,10,11607,52608,45646,2,2,5.19,1800000
2024-12-11,BR075,RiftValleyNorth,10,7531,61627,49614,0,2,1.71,1800000
2024-12-12,BR075,RiftValleyNorth,22,11451,51052,43342,1,2,2.23,1800000
2024-12-13,BR075,RiftValleyNorth,18,20551,70288,57661,1,0,5.15,1800000
2024-12-14,BR075,RiftValleyNorth,10,19110,55929,53063,3,1,5.62,1800000
2024-12-15,BR075,RiftValleyNorth,6,16133,70101,72413,1,1,1.43,1800000
2024-12-16,BR075,RiftValleyNorth,6,12068,49622,44796,1,1,5.09,1800000
2024-12-17,BR075,RiftValleyNorth,6,16551,50248,42557,5,0,4.46,1800000
2024-12-18,BR075,RiftValleyNorth,6,7220,63278,42268,4,4,2.88,1800000
2024-12-19,BR075,RiftValleyNorth,16,21930,50504,40532,3,0,2.16,1800000
2024-12-20,BR075,RiftValleyNorth,24,21142,52919,42694,2,3,1.59,1800000
2024-12-21,BR075,RiftValleyNorth,12,22469,67528,69643,3,1,3.45,1800000
2024-12-22,BR075,RiftValleyNorth,10,12182,64443,61669,2,1,0.53,1800000
2024-12-23,BR075,RiftValleyNorth,14,13696,56880,56084,5,1,4.66,1800000
2024-12-24,BR075,RiftValleyNorth,14,24942,66871,66215,2,2,0.97,1800000
2024-12-25,BR075,RiftValleyNorth,6,12616,50094,48044,4,1,2.98,1800000
2024-12-26,BR075,RiftValleyNorth,8,17014,70989,54569,5,0,2.7,1800000
2024-12-27,BR075,RiftValleyNorth,6,20648,50218,32679,1,1,5.57,1800000
2024-12-28,BR075,RiftValleyNorth,20,26099,53889,39225,0,3,2.43,1800000
2024-12-29,BR075,RiftValleyNorth,10,14074,60035,44534,2,1,1.01,1800000
2024-12-30,BR075,RiftValleyNorth,20,21342,53351,34756,4,1,0.94,1800000
2024-12-31,BR075,RiftValleyNorth,14,14382,50664,40028,2,0,0.65,1800000
2025-01-01,BR075,RiftValleyNorth,12,12192,63190,47129,3,1,3.76,1800000
2025-01-02,BR075,RiftValleyNorth,10,13417,62173,52894,1,2,2.04,1800000
2025-01-03,BR075,RiftValleyNorth,8,9433,48413,33322,3,1,2.21,1800000
2025-01-04,BR075,RiftValleyNorth,10,6811,67093,58802,2,1,5.35,1800000
2025-01-05,BR075,RiftValleyNorth,16,15557,61784,48676,5,0,4.5,1800000
2025-01-06,BR075,RiftValleyNorth,16,11402,60165,49707,1,1,4.18,1800000
2025-01-07,BR075,RiftValleyNorth,12,8010,51403,44879,6,2,4.77,1800000
2025-01-08,BR075,RiftValleyNorth,14,19185,55504,50505,0,2,1.91,1800000
2025-01-09,BR075,RiftValleyNorth,14,12591,66106,45406,1,3,2.35,1800000
2025-01-10,BR075,RiftValleyNorth,14,15089,66827,59218,1,0,2.1,1800000
2025-01-11,BR075,RiftValleyNorth,16,16475,50009,42982,3,0,2.3,1800000
2025-01-12,BR075,RiftValleyNorth,8,17892,64529,67364,2,1,4.6,1800000
2025-01-13,BR075,RiftValleyNorth,14,14507,48940,38003,2,1,3.3,1800000
2025-01-14,BR075,RiftValleyNorth,14,15925,59394,44877,4,2,1.54,1800000
2025-01-15,BR075,RiftValleyNorth,10,11914,70003,65134,1,1,4.92,1800000
2025-01-16,BR075,RiftValleyNorth,10,15085,60866,57390,3,0,3.41,1800000
2025-01-17,BR075,RiftValleyNorth,6,17315,51110,48992,4,2,5.38,1800000
2025-01-18,BR075,RiftValleyNorth,8,23207,50850,35767,0,1,2.15,1800000
2025-01-19,BR075,RiftValleyNorth,10,15664,62321,42818,2,3,4.17,1800000
2025-01-20,BR075,RiftValleyNorth,6,15857,53994,50900,3,0,4.03,1800000
2025-01-21,BR075,RiftValleyNorth,14,13375,71338,49870,1,3,5.13,1800000
2025-01-22,BR075,RiftValleyNorth,8,14618,53994,51570,3,1,3.73,1800000
2025-01-23,BR075,RiftValleyNorth,18,32871,63394,58492,3,3,2.48,1800000
2025-01-24,BR075,RiftValleyNorth,14,13302,49913,42574,1,0,2.47,1800000
2025-01-25,BR075,RiftValleyNorth,12,11214,50871,50922,4,1,5.85,1800000
2025-01-26,BR075,RiftValleyNorth,22,17014,62000,46635,3,1,0.71,1800000
2025-01-27,BR075,RiftValleyNorth,18,21508,71719,58743,1,0,5.57,1800000
2025-01-28,BR075,RiftValleyNorth,8,22040,62900,58195,2,1,2.83,1800000
2025-01-29,BR075,RiftValleyNorth,8,16126,59536,42663,2,2,2.56,1800000
2025-01-30,BR075,RiftValleyNorth,18,19267,56773,42592,6,0,4.22,1800000
2025-01-31,BR075,RiftValleyNorth,8,19776,64291,46946,4,1,5.01,1800000
2025-02-01,BR075,RiftValleyNorth,6,18289,62883,51421,3,2,4.8,1800000
2025-02-02,BR075,RiftValleyNorth,4,7431,63778,48498,1,4,2.18,1800000
2025-02-03,BR075,RiftValleyNorth,16,16352,60072,42748,2,4,3.94,1800000
2025-02-04,BR075,RiftValleyNorth,6,12771,55942,58114,0,0,1.3,1800000
2025-02-05,BR075,RiftValleyNorth,8,10371,70185,49344,1,2,4.82,1800000
2025-02-06,BR075,RiftValleyNorth,6,10964,64376,57601,1,1,5.97,1800000
2025-02-07,BR075,RiftValleyNorth,18,12015,62791,49387,2,0,2.13,1800000
2025-02-08,BR075,RiftValleyNorth,12,17605,48650,43947,3,0,5.92,1800000
2025-02-09,BR075,RiftValleyNorth,16,10301,56442,53639,4,3,2.0,1800000
2025-02-10,BR075,RiftValleyNorth,8,2785,54243,46060,2,1,3.01,1800000
2025-02-11,BR075,RiftValleyNorth,14,14121,56092,38033,1,1,1.76,1800000
2025-02-12,BR075,RiftValleyNorth,6,15268,65796,67929,2,0,3.57,1800000
2025-02-13,BR075,RiftValleyNorth,4,9671,65382,60713,3,1,1.57,1800000
2025-02-14,BR075,RiftValleyNorth,4,20580,54046,37741,1,1,1.02,1800000
2025-02-15,BR075,RiftValleyNorth,16,23828,49640,51440,0,2,4.75,1800000
2025-02-16,BR075,RiftValleyNorth,32,10057,56568,55339,6,2,1.56,1800000
2025-02-17,BR075,RiftValleyNorth,14,15278,56069,42970,2,2,3.77,1800000
2025-02-18,BR075,RiftValleyNorth,8,13924,63619,47581,5,0,1.03,1800000
2025-02-19,BR075,RiftValleyNorth,10,20885,61456,61284,4,0,3.7,1800000
2025-02-20,BR075,RiftValleyNorth,22,14535,51903,51518,4,2,2.26,1800000
2025-02-21,BR075,RiftValleyNorth,6,11769,70909,51444,1,1,2.16,1800000
2025-02-22,BR075,RiftValleyNorth,8,19491,66103,60597,1,3,1.42,1800000
2025-02-23,BR075,RiftValleyNorth,10,10957,62061,47364,1,3,1.71,1800000
2025-02-24,BR075,RiftValleyNorth,18,26605,58180,41845,0,1,4.62,1800000
2025-02-25,BR075,RiftValleyNorth,16,14017,50832,50426,3,3,3.08,1800000
2025-02-26,BR075,RiftValleyNorth,16,13611,62241,57025,2,1,0.6,1800000
2025-02-27,BR075,RiftValleyNorth,4,14912,65057,65912,1,0,4.93,1800000
2025-02-28,BR075,RiftValleyNorth,16,8120,71066,58881,2,1,4.17,1800000
2025-03-01,BR075,RiftValleyNorth,12,17070,58878,59795,2,1,1.03,1800000
2025-03-02,BR075,RiftValleyNorth,10,7225,52269,35728,6,1,3.86,1800000
2025-03-03,BR075,RiftValleyNorth,16,6289,69714,70547,3,1,4.13,1800000
2025-03-04,BR075,RiftValleyNorth,8,11707,51856,44585,0,0,3.84,1800000
2025-03-05,BR075,RiftValleyNorth,6,9507,48732,33582,3,0,5.59,1800000
2025-03-06,BR075,RiftValleyNorth,10,14253,67548,65360,5,2,4.92,1800000
2025-03-07,BR075,RiftValleyNorth,14,18912,56757,55226,2,0,1.88,1800000
2025-03-08,BR075,RiftValleyNorth,14,27085,51999,49177,3,1,3.92,1800000
2025-03-09,BR075,RiftValleyNorth,12,16482,53602,48859,1,5,3.02,1800000
2025-03-10,BR075,RiftValleyNorth,12,13000,51325,42852,0,0,3.57,1800000
2025-03-11,BR075,RiftValleyNorth,14,14121,62492,62770,3,1,3.63,1800000
2025-03-12,BR075,RiftValleyNorth,8,17892,68077,61552,4,2,5.84,1800000
2025-03-13,BR075,RiftValleyNorth,10,14507,59712,38962,0,0,1.21,1800000
2025-03-14,BR075,RiftValleyNorth,10,7840,64803,48031,2,0,5.96,1800000
2025-03-15,BR075,RiftValleyNorth,10,18616,61561,40479,2,2,2.38,1800000
2025-03-16,BR075,RiftValleyNorth,20,12068,63243,43073,6,2,3.31,1800000
2025-03-17,BR075,RiftValleyNorth,10,5092,70098,59931,2,0,4.04,1800000
2025-03-18,BR075,RiftValleyNorth,14,10830,50065,38527,0,3,1.32,1800000
2025-03-19,BR075,RiftValleyNorth,8,17752,57364,42723,1,1,5.25,1800000
2025-03-20,BR075,RiftValleyNorth,6,13214,55689,48923,5,2,5.77,1800000
2025-03-21,BR075,RiftValleyNorth,14,17655,71727,59213,2,0,2.13,1800000
2025-03-22,BR075,RiftValleyNorth,18,11911,70292,55322,2,2,2.27,1800000
2025-03-23,BR075,RiftValleyNorth,10,17531,51817,41944,0,0,3.81,1800000
2025-03-24,BR075,RiftValleyNorth,18,13302,66580,46937,1,1,4.77,1800000
2025-03-25,BR075,RiftValleyNorth,16,12335,63983,55870,4,1,5.61,1800000
2025-03-26,BR075,RiftValleyNorth,10,15596,55461,49588,3,0,1.64,1800000
2025-03-27,BR075,RiftValleyNorth,22,11471,50331,51137,2,1,4.87,1800000
2025-03-28,BR075,RiftValleyNorth,10,5800,64361,65234,1,1,3.99,1800000
2025-03-29,BR075,RiftValleyNorth,12,16126,60766,51877,3,0,4.74,1800000
2025-03-30,BR075,RiftValleyNorth,10,23714,57683,45985,1,1,3.46,1800000
2025-03-31,BR075,RiftValleyNorth,14,11985,67120,57931,2,0,1.4,1800000
2025-04-01,BR075,RiftValleyNorth,8,8941,64250,65244,0,0,4.97,1800000
2025-04-02,BR075,RiftValleyNorth,14,19610,54352,51835,2,0,3.28,1800000
2025-04-03,BR075,RiftValleyNorth,8,26415,54377,56374,3,2,4.51,1800000
2025-04-04,BR075,RiftValleyNorth,18,14048,66784,66695,2,1,2.98,1800000
2025-04-05,BR075,RiftValleyNorth,16,12964,54205,50823,2,0,0.9,1800000
2025-04-06,BR075,RiftValleyNorth,8,13157,60605,60734,0,0,1.44,1800000
2025-04-07,BR075,RiftValleyNorth,14,12460,62977,59440,0,1,3.38,1800000
2025-04-08,BR075,RiftValleyNorth,14,20314,53760,37998,3,2,1.74,1800000
2025-04-09,BR075,RiftValleyNorth,8,12362,58184,57550,5,1,5.17,1800000
2025-04-10,BR075,RiftValleyNorth,8,22285,59016,54251,6,1,1.99,1800000
2025-04-11,BR075,RiftValleyNorth,8,18828,54598,42698,4,0,1.45,1800000
2025-04-12,BR075,RiftValleyNorth,12,11451,59426,47249,4,0,3.06,1800000
2025-04-13,BR075,RiftValleyNorth,8,21760,65577,55125,4,1,3.67,1800000
2025-04-14,BR075,RiftValleyNorth,12,12740,54674,37095,0,1,5.5,1800000
2025-04-15,BR075,RiftValleyNorth,10,8935,67014,69399,1,2,5.07,1800000
2025-04-16,BR075,RiftValleyNorth,12,8045,53124,36356,2,1,4.92,1800000
2025-04-17,BR075,RiftValleyNorth,12,14005,56819,47360,4,2,5.67,1800000
2025-04-18,BR075,RiftValleyNorth,10,21660,55353,46019,4,2,3.79,1800000
2025-04-19,BR075,RiftValleyNorth,12,20363,55095,57408,0,1,0.92,1800000
2025-04-20,BR075,RiftValleyNorth,18,14800,54762,36037,3,1,4.52,1800000
2025-04-21,BR075,RiftValleyNorth,12,6419,54868,54641,4,2,5.43,1800000
2025-04-22,BR075,RiftValleyNorth,14,21657,53246,54111,1,1,3.95,1800000
2025-04-23,BR075,RiftValleyNorth,12,11505,48202,44638,0,0,2.78,1800000
2025-04-24,BR075,RiftValleyNorth,12,18291,56194,39393,2,1,5.19,1800000
2025-04-25,BR075,RiftValleyNorth,8,12335,60808,39701,1,1,1.68,1800000
2025-04-26,BR075,RiftValleyNorth,14,17014,58380,50800,4,4,4.92,1800000
2025-04-27,BR075,RiftValleyNorth,12,20648,53757,54023,1,0,3.11,1800000
2025-04-28,BR075,RiftValleyNorth,12,8120,67776,55329,4,1,1.36,1800000
2025-04-29,BR075,RiftValleyNorth,18,21111,60660,58008,0,1,1.85,1800000
2025-04-30,BR075,RiftValleyNorth,10,32014,71925,69080,2,4,4.11,1800000
2024-11-01,BR076,RiftValleySouth,14,5690,68334,56140,5,1,3.88,1800000
2024-11-02,BR076,RiftValleySouth,18,7431,67497,69949,1,1,0.56,1800000
2024-11-03,BR076,RiftValleySouth,12,5031,65667,53078,2,1,3.66,1800000
2024-11-04,BR076,RiftValleySouth,12,15325,53616,45572,0,1,5.41,1800000
2024-11-05,BR076,RiftValleySouth,8,12964,56970,42560,4,3,5.4,1800000
2024-11-06,BR076,RiftValleySouth,12,7675,52437,37763,2,1,5.94,1800000
2024-11-07,BR076,RiftValleySouth,18,15130,51446,42333,4,1,4.76,1800000
2024-11-08,BR076,RiftValleySouth,16,7900,52787,55121,0,1,5.49,1800000
2024-11-09,BR076,RiftValleySouth,12,8241,62907,48573,2,0,0.9,1800000
2024-11-10,BR076,RiftValleySouth,4,23678,62646,50285,1,2,0.81,1800000
2024-11-11,BR076,RiftValleySouth,14,7531,57391,37857,2,0,2.56,1800000
2024-11-12,BR076,RiftValleySouth,14,15745,53415,46360,2,1,4.95,1800000
2024-11-13,BR076,RiftValleySouth,14,11605,56098,42135,0,1,4.83,1800000
2024-11-14,BR076,RiftValleySouth,12,7840,49101,41379,1,1,4.36,1800000
2024-11-15,BR076,RiftValleySouth,26,16382,54841,54267,3,1,3.98,1800000
2024-11-16,BR076,RiftValleySouth,14,12068,51617,33622,4,2,5.86,1800000
2024-11-17,BR076,RiftValleySouth,14,17825,49540,36676,0,2,2.88,1800000
2024-11-18,BR076,RiftValleySouth,12,14182,58816,55827,4,2,2.93,1800000
2024-11-19,BR076,RiftValleySouth,14,14097,52404,51210,2,1,5.93,1800000
2024-11-20,BR076,RiftValleySouth,20,13742,60202,61453,0,2,1.53,1800000
2024-11-21,BR076,RiftValleySouth,6,11234,63181,48476,1,4,2.26,1800000
2024-11-22,BR076,RiftValleySouth,14,13535,51221,46779,3,1,4.28,1800000
2024-11-23,BR076,RiftValleySouth,14,16435,52169,35194,1,1,1.95,1800000
2024-11-24,BR076,RiftValleySouth,16,6651,69155,57986,1,1,5.32,1800000
2024-11-25,BR076,RiftValleySouth,14,14017,48903,34315,1,0,3.77,1800000
2024-11-26,BR076,RiftValleySouth,6,12477,52788,53718,3,0,0.82,1800000
2024-11-27,BR076,RiftValleySouth,16,27531,48957,40183,3,3,2.92,1800000
2024-11-28,BR076,RiftValleySouth,2,22040,70879,73924,3,2,2.12,1800000
2024-11-29,BR076,RiftValleySouth,2,12901,60687,49105,1,0,2.63,1800000
2024-11-30,BR076,RiftValleySouth,2,25196,54070,48278,2,1,4.18,1800000
2024-12-01,BR076,RiftValleySouth,6,13208,64827,49878,5,2,5.81,1800000
2024-12-02,BR076,RiftValleySouth,18,9908,52354,53529,4,1,4.0,1800000
