officer_id,branch_id,month,loans_handled,approvals,arrears_recovered_ksh,fraud_hits
OF000662,BR086,2024-05,5,4,116381.12,0
OF000662,BR086,2024-06,7,6,435488.66,0
OF000662,BR086,2024-07,7,6,402678.89,0
OF000662,BR086,2024-08,6,5,497408.4,0
OF000662,BR086,2024-09,7,6,438655.24,0
OF000662,BR086,2024-10,6,5,497876.31,0
OF000662,BR086,2024-11,6,5,269928.85,0
OF000662,BR086,2024-12,6,5,108368.61,0
OF000663,BR086,2024-01,9,7,231614.96,0
OF000663,BR086,2024-02,7,6,128727.48,0
OF000663,BR086,2024-03,8,6,384940.91,0
OF000663,BR086,2024-04,6,5,310136.47,0
OF000663,BR086,2024-05,6,5,206767.32,0
OF000663,BR086,2024-06,9,8,283227.74,0
OF000663,BR086,2024-07,10,9,266162.35,0
OF000663,BR086,2024-08,8,7,70444.14,0
OF000663,BR086,2024-09,7,6,345836.76,0
OF000663,BR086,2024-10,7,6,312379.36,0
OF000663,BR086,2024-11,8,7,482802.8,0
OF000663,BR086,2024-12,8,7,80735.11,0
OF000664,BR087,2024-01,7,6,155883.96,0
OF000664,BR087,2024-02,8,7,92836.41,0
OF000664,BR087,2024-03,7,5,71346.73,0
OF000664,BR087,2024-04,6,5,458399.32,0
OF000664,BR087,2024-05,8,7,142031.98,0
OF000664,BR087,2024-06,8,7,218918.23,0
OF000664,BR087,2024-07,5,4,302275.67,0
OF000664,BR087,2024-08,7,6,496660.95,0
OF000664,BR087,2024-09,6,5,425221.93,1
OF000664,BR087,2024-10,4,3,203499.49,0
OF000664,BR087,2024-11,7,6,448628.02,0
OF000664,BR087,2024-12,7,6,209603.22,0
OF000665,BR087,2024-01,6,5,238208.94,0
OF000665,BR087,2024-02,5,4,341862.02,0
OF000665,BR087,2024-03,6,5,177263.39,0
OF000665,BR087,2024-04,5,4,175464.33,0
OF000665,BR087,2024-05,6,5,380844.4,0
OF000665,BR087,2024-06,6,5,137329.18,0
OF000665,BR087,2024-07,7,6,76924.87,0
OF000665,BR087,2024-08,5,4,427782.14,0
OF000665,BR087,2024-09,5,4,370347.81,0
OF000665,BR087,2024-10,5,4,274302.04,0
OF000665,BR087,2024-11,7,6,252447.13,0
OF000665,BR087,2024-12,8,7,476601.55,0
OF000666,BR087,2024-01,7,5,279569.26,1
OF000666,BR087,2024-02,7,6,119693.36,1
OF000666,BR087,2024-03,6,5,55580.57,0
OF000666,BR087,2024-04,6,5,117782.31,0
OF000666,BR087,2024-05,8,7,476803.71,0
OF000666,BR087,2024-06,6,5,241190.57,2
OF000666,BR087,2024-07,7,6,237138.74,0
OF000666,BR087,2024-08,5,4,255702.95,0
OF000666,BR087,2024-09,9,7,102584.73,0
OF000666,BR087,2024-10,7,6,406605.05,0
OF000666,BR087,2024-11,6,5,88234.76,0
OF000666,BR087,2024-12,8,7,409225.96,0
OF000667,BR087,2024-01,6,5,322495.41,1
OF000667,BR087,2024-02,6,5,433740.9,0
OF000667,BR087,2024-03,5,4,341012.94,0
OF000667,BR087,2024-04,5,4,299984.59,0
OF000667,BR087,2024-05,5,4,85564.83,0
OF000667,BR087,2024-06,9,8,302259.04,0
OF000667,BR087,2024-07,6,5,385239.42,0
OF000667,BR087,2024-08,8,7,249470.27,0
OF000667,BR087,2024-09,6,5,330109.11,0
OF000667,BR087,2024-10,5,4,148646.81,1
OF000667,BR087,2024-11,5,4,390009.18,0
OF000667,BR087,2024-12,5,4,461341.5,0
OF000668,BR087,2024-01,8,7,87568.29,0
OF000668,BR087,2024-02,5,4,213337.5,0
OF000668,BR087,2024-03,5,4,82613.11,0
OF000668,BR087,2024-04,6,5,304609.63,0
OF000668,BR087,2024-05,8,7,421947.0,0
OF000668,BR087,2024-06,6,5,276111.14,0
OF000668,BR087,2024-07,4,3,389138.34,0
OF000668,BR087,2024-08,8,7,122001.33,0
OF000668,BR087,2024-09,7,6,354491.04,0
OF000668,BR087,2024-10,5,4,414699.35,0
OF000668,BR087,2024-11,6,5,436780.1,0
OF000668,BR087,2024-12,7,6,139117.77,0
OF000669,BR087,2024-01,5,4,332566.12,0
OF000669,BR087,2024-02,8,7,155010.76,0
OF000669,BR087,2024-03,5,4,302296.6,0
OF000669,BR087,2024-04,5,4,341360.56,0
OF000669,BR087,2024-05,5,4,326700.7,0
OF000669,BR087,2024-06,7,6,436426.62,0
OF000669,BR087,2024-07,6,5,385295.2,0
OF000669,BR087,2024-08,8,7,367098.83,0
OF000669,BR087,2024-09,8,7,408395.77,0
OF000669,BR087,2024-10,8,7,275314.39,0
OF000669,BR087,2024-11,6,5,112864.55,0
OF000669,BR087,2024-12,5,4,199506.27,1
OF000670,BR087,2024-01,4,3,402496.2,1
OF000670,BR087,2024-02,4,3,321791.35,0
OF000670,BR087,2024-03,4,3,494857.44,0
OF000670,BR087,2024-04,6,5,111143.49,0
OF000670,BR087,2024-05,6,5,258443.09,0
OF000670,BR087,2024-06,4,3,205645.77,0
OF000670,BR087,2024-07,5,4,481744.75,0
OF000670,BR087,2024-08,8,7,256969.05,0
OF000670,BR087,2024-09,7,6,376004.45,0
OF000670,BR087,2024-10,5,4,207698.81,0
OF000670,BR087,2024-11,5,4,214111.11,0
OF000670,BR087,2024-12,5,4,426565.68,0
OF000671,BR087,2024-01,9,8,98663.76,0
OF000671,BR087,2024-02,8,7,430675.07,0
OF000671,BR087,2024-03,8,7,178307.07,0
OF000671,BR087,2024-04,11,9,471583.98,0
OF000671,BR087,2024-05,9,8,128353.42,0
OF000671,BR087,2024-06,11,10,89112.27,0
OF000671,BR087,2024-07,10,9,402542.81,0
OF000671,BR087,2024-08,7,6,67995.65,0
OF000671,BR087,2024-09,7,6,459813.33,0
OF000671,BR087,2024-10,7,6,207857.61,1
OF000671,BR087,2024-11,7,6,154398.35,0
OF000671,BR087,2024-12,8,7,350394.53,1
OF000672,BR088,2024-01,10,8,312524.22,0
OF000672,BR088,2024-02,11,9,329369.37,0
OF000672,BR088,2024-03,10,8,355326.48,0
OF000672,BR088,2024-04,11,10,495415.76,0
OF000672,BR088,2024-05,8,7,441822.77,0
OF000672,BR088,2024-06,8,7,271706.85,0
OF000672,BR088,2024-07,6,5,323116.74,0
OF000672,BR088,2024-08,9,8,77254.65,0
OF000672,BR088,2024-09,8,7,446101.54,0
OF000672,BR088,2024-10,8,7,54542.66,0
OF000672,BR088,2024-11,7,6,239445.53,2
OF000672,BR088,2024-12,6,5,243358.04,1
OF000673,BR088,2024-01,10,8,449101.45,0
OF000673,BR088,2024-02,9,7,463569.79,0
OF000673,BR088,2024-03,11,10,150143.56,0
OF000673,BR088,2024-04,13,11,333890.6,0
OF000673,BR088,2024-05,11,9,366692.43,0
OF000673,BR088,2024-06,10,9,353747.9,1
OF000673,BR088,2024-07,12,11,270129.72,1
OF000673,BR088,2024-08,14,13,146104.0,0
OF000673,BR088,2024-09,8,7,239208.69,0
OF000673,BR088,2024-10,13,11,419377.25,0
OF000673,BR088,2024-11,7,6,229788.4,0
OF000673,BR088,2024-12,12,11,460938.79,0
OF000674,BR088,2024-01,8,7,312961.59,0
OF000674,BR088,2024-02,7,6,324426.82,0
OF000674,BR088,2024-03,8,7,250555.74,0
OF000674,BR088,2024-04,7,6,328949.87,0
OF000674,BR088,2024-05,8,7,191934.12,0
OF000674,BR088,2024-06,9,8,177008.11,0
OF000674,BR088,2024-07,8,7,145461.44,0
OF000674,BR088,2024-08,9,8,149963.37,0
OF000674,BR088,2024-09,11,9,348720.05,1
OF000674,BR088,2024-10,12,10,456324.48,0
OF000674,BR088,2024-11,9,8,64509.23,0
OF000674,BR088,2024-12,7,6,301551.27,0
OF000675,BR088,2024-01,7,6,366709.09,0
OF000675,BR088,2024-02,8,7,255014.55,0
OF000675,BR088,2024-03,11,10,238075.75,0
OF000675,BR088,2024-04,8,7,433919.75,0
OF000675,BR088,2024-05,8,7,276756.38,0
OF000675,BR088,2024-06,8,6,286228.67,0
OF000675,BR088,2024-07,9,8,207896.08,0
OF000675,BR088,2024-08,8,7,335114.84,0
OF000675,BR088,2024-09,9,8,352431.49,0
OF000675,BR088,2024-10,10,9,369713.56,0
OF000675,BR088,2024-11,7,6,375313.38,0
OF000675,BR088,2024-12,7,6,395011.86,0
OF000676,BR088,2024-01,8,7,110328.04,0
OF000676,BR088,2024-02,10,8,167415.25,0
OF000676,BR088,2024-03,10,9,304324.79,0
OF000676,BR088,2024-04,8,6,286275.54,0
OF000676,BR088,2024-05,10,9,160885.29,0
OF000676,BR088,2024-06,9,8,443308.81,0
OF000676,BR088,2024-07,10,9,395888.22,0
OF000676,BR088,2024-08,8,7,174018.27,0
OF000676,BR088,2024-09,13,12,292141.2,0
OF000676,BR088,2024-10,12,10,418169.47,1
OF000676,BR088,2024-11,12,10,155939.99,0
OF000676,BR088,2024-12,9,8,128199.96,0
OF000677,BR089,2024-01,9,8,217989.43,0
OF000677,BR089,2024-02,6,5,320592.79,1
OF000677,BR089,2024-03,8,7,63356.78,0
OF000677,BR089,2024-04,8,7,480627.37,0
OF000677,BR089,2024-05,6,5,254248.59,0
OF000677,BR089,2024-06,5,4,467228.66,0
OF000677,BR089,2024-07,7,6,135068.62,0
OF000677,BR089,2024-08,10,8,85821.54,0
OF000677,BR089,2024-09,6,5,206574.62,0
OF000677,BR089,2024-10,7,6,115623.38,0
OF000677,BR089,2024-11,8,7,367801.64,0
OF000677,BR089,2024-12,6,5,420796.06,0
OF000678,BR089,2024-01,7,6,274432.82,0
OF000678,BR089,2024-02,9,8,53329.35,0
OF000678,BR089,2024-03,5,4,360944.53,0
OF000678,BR089,2024-04,8,7,199410.54,0
OF000678,BR089,2024-05,5,4,63585.31,1
OF000678,BR089,2024-06,9,7,213936.58,0
OF000678,BR089,2024-07,5,4,322074.83,1
OF000678,BR089,2024-08,6,5,85750.66,0
OF000678,BR089,2024-09,5,4,481194.61,0
OF000678,BR089,2024-10,5,4,297968.46,0
OF000678,BR089,2024-11,6,5,442577.33,0
OF000678,BR089,2024-12,9,8,302908.67,0
OF000679,BR089,2024-01,7,5,294399.44,0
OF000679,BR089,2024-02,8,7,264223.08,0
OF000679,BR089,2024-03,7,6,235533.02,0
OF000679,BR089,2024-04,6,5,339866.05,0
OF000679,BR089,2024-05,9,7,322888.64,0
OF000679,BR089,2024-06,8,7,198633.92,0
OF000679,BR089,2024-07,5,4,342676.23,0
OF000679,BR089,2024-08,7,6,167563.57,0
OF000679,BR089,2024-09,7,6,150238.66,0
OF000679,BR089,2024-10,9,8,464406.38,0
OF000679,BR089,2024-11,8,7,338204.74,0
OF000679,BR089,2024-12,8,7,386843.99,0
OF000680,BR089,2024-01,7,6,293150.93,1
OF000680,BR089,2024-02,8,7,456226.35,0
OF000680,BR089,2024-03,8,7,445531.53,0
OF000680,BR089,2024-04,6,5,117266.07,1
OF000680,BR089,2024-05,6,5,93761.7,0
OF000680,BR089,2024-06,6,5,338873.6,0
OF000680,BR089,2024-07,10,9,177209.06,0
OF000680,BR089,2024-08,6,5,161960.53,0
OF000680,BR089,2024-09,7,6,492999.05,0
OF000680,BR089,2024-10,7,6,423315.53,0
OF000680,BR089,2024-11,10,8,92383.78,0
OF000680,BR089,2024-12,8,7,110825.3,0
OF000681,BR089,2024-01,8,7,189432.53,1
OF000681,BR089,2024-02,6,5,213591.39,0
OF000681,BR089,2024-03,8,7,317904.98,0
OF000681,BR089,2024-04,8,6,163162.64,0
OF000681,BR089,2024-05,7,6,88208.38,0
OF000681,BR089,2024-06,9,7,452900.42,0
OF000681,BR089,2024-07,9,8,56030.39,0
OF000681,BR089,2024-08,6,5,399266.03,0
OF000681,BR089,2024-09,5,4,141561.82,0
OF000681,BR089,2024-10,8,7,117550.09,0
OF000681,BR089,2024-11,6,5,422320.29,0
OF000681,BR089,2024-12,6,5,169542.12,0
OF000682,BR089,2024-01,9,8,374457.76,0
OF000682,BR089,2024-02,6,5,152107.93,0
OF000682,BR089,2024-03,10,9,183261.94,0
OF000682,BR089,2024-04,10,9,166240.46,0
OF000682,BR089,2024-05,8,6,259437.83,0
OF000682,BR089,2024-06,7,6,389057.55,0
OF000682,BR089,2024-07,9,7,348281.88,1
OF000682,BR089,2024-08,8,7,302697.59,0
OF000682,BR089,2024-09,6,5,72753.42,0
OF000682,BR089,2024-10,10,8,134562.46,0
OF000682,BR089,2024-11,5,4,201441.55,0
OF000682,BR089,2024-12,9,8,206141.65,0
OF000683,BR089,2024-01,10,8,478536.81,0
OF000683,BR089,2024-02,7,6,316251.05,0
OF000683,BR089,2024-03,7,5,485412.84,1
OF000683,BR089,2024-04,7,6,370696.34,0
OF000683,BR089,2024-05,10,9,450829.91,0
OF000683,BR089,2024-06,9,8,114998.87,0
OF000683,BR089,2024-07,11,10,367089.49,0
OF000683,BR089,2024-08,8,6,477534.45,0
OF000683,BR089,2024-09,7,6,159650.8,0
OF000683,BR089,2024-10,6,5,138276.39,0
OF000683,BR089,2024-11,8,7,462151.6,0
OF000683,BR089,2024-12,8,6,70482.39,0
OF000684,BR089,2024-01,8,7,180832.43,0
OF000684,BR089,2024-02,8,7,136211.34,0
OF000684,BR089,2024-03,11,9,406792.82,0
OF000684,BR089,2024-04,8,7,345938.86,0
OF000684,BR089,2024-05,8,7,381166.58,0
OF000684,BR089,2024-06,8,6,393945.09,0
OF000684,BR089,2024-07,7,6,444306.87,0
OF000684,BR089,2024-08,10,8,223149.17,0
OF000684,BR089,2024-09,9,7,132257.27,0
OF000684,BR089,2024-10,8,7,107617.6,0
OF000684,BR089,2024-11,8,6,245872.01,0
OF000684,BR089,2024-12,7,6,453015.33,0
OF000685,BR089,2024-01,12,11,279917.94,0
OF000685,BR089,2024-02,12,10,429659.24,0
OF000685,BR089,2024-03,11,10,257863.56,0
OF000685,BR089,2024-04,8,7,336399.46,0
OF000685,BR089,2024-05,9,8,280126.36,0
OF000685,BR089,2024-06,10,8,471367.23,0
OF000685,BR089,2024-07,9,7,144889.42,0
OF000685,BR089,2024-08,13,11,370610.1,0
OF000685,BR089,2024-09,10,8,254703.29,0
OF000685,BR089,2024-10,9,7,253567.81,0
OF000685,BR089,2024-11,7,6,360946.07,0
OF000685,BR089,2024-12,11,10,187107.37,0
OF000686,BR090,2024-01,3,2,479779.44,0
OF000686,BR090,2024-02,3,2,249016.42,0
OF000686,BR090,2024-03,4,3,392422.27,0
OF000686,BR090,2024-04,4,3,290026.83,0
OF000686,BR090,2024-05,5,4,416888.58,0
OF000686,BR090,2024-06,5,4,313705.4,0
OF000686,BR090,2024-07,3,2,174011.05,1
OF000686,BR090,2024-08,5,4,348655.89,1
OF000686,BR090,2024-09,3,2,122747.19,0
OF000686,BR090,2024-10,5,4,420658.45,0
OF000686,BR090,2024-11,5,4,392491.14,0
OF000686,BR090,2024-12,4,3,151358.77,0
OF000687,BR090,2024-01,7,6,76295.76,0
OF000687,BR090,2024-02,4,3,258368.9,0
OF000687,BR090,2024-03,4,3,233090.39,0
OF000687,BR090,2024-04,6,5,443861.74,0
OF000687,BR090,2024-05,6,5,253344.27,0
OF000687,BR090,2024-06,7,6,258481.6,0
OF000687,BR090,2024-07,5,4,330996.85,0
OF000687,BR090,2024-08,7,6,356724.32,0
OF000687,BR090,2024-09,4,3,380817.47,0
OF000687,BR090,2024-10,6,5,189072.52,0
OF000687,BR090,2024-11,5,4,457936.19,0
OF000687,BR090,2024-12,4,3,226559.16,0
OF000688,BR090,2024-01,8,7,215651.14,0
OF000688,BR090,2024-02,7,6,499346.71,0
OF000688,BR090,2024-03,5,4,459386.53,0
OF000688,BR090,2024-04,6,5,258944.71,0
OF000688,BR090,2024-05,6,5,227652.04,0
OF000688,BR090,2024-06,8,7,138848.28,0
OF000688,BR090,2024-07,5,4,91622.37,0
OF000688,BR090,2024-08,5,4,169872.75,0
OF000688,BR090,2024-09,4,3,454433.07,0
OF000688,BR090,2024-10,7,6,56141.79,0
OF000688,BR090,2024-11,8,7,449609.64,0
OF000688,BR090,2024-12,7,6,215458.94,0
OF000689,BR090,2024-01,6,5,405609.83,0
OF000689,BR090,2024-02,6,5,197869.3,0
OF000689,BR090,2024-03,5,4,312055.81,0
OF000689,BR090,2024-04,4,3,138755.87,0
OF000689,BR090,2024-05,4,3,291063.75,0
OF000689,BR090,2024-06,4,3,159274.73,0
OF000689,BR090,2024-07,5,4,392663.94,0
OF000689,BR090,2024-08,6,5,484763.49,0
OF000689,BR090,2024-09,6,5,105120.37,0
OF000689,BR090,2024-10,4,3,263678.0,0
OF000689,BR090,2024-11,6,5,393258.74,0
OF000689,BR090,2024-12,5,4,351610.06,0
OF000690,BR090,2024-01,5,4,302027.18,0
OF000690,BR090,2024-02,8,6,63392.36,0
OF000690,BR090,2024-03,8,7,408488.55,0
OF000690,BR090,2024-04,7,6,468178.64,1
OF000690,BR090,2024-05,6,5,234112.84,0
OF000690,BR090,2024-06,8,6,81835.24,0
OF000690,BR090,2024-07,7,6,417811.25,0
OF000690,BR090,2024-08,7,6,446643.73,0
OF000690,BR090,2024-09,6,5,346255.2,0
OF000690,BR090,2024-10,5,4,202045.8,2
OF000690,BR090,2024-11,5,4,202463.82,1
OF000690,BR090,2024-12,6,5,324860.67,0
OF000691,BR090,2024-01,5,4,298416.52,0
OF000691,BR090,2024-02,4,3,197818.06,0
OF000691,BR090,2024-03,5,4,488382.75,1
OF000691,BR090,2024-04,5,4,188127.71,0
OF000691,BR090,2024-05,5,4,227003.4,0
OF000691,BR090,2024-06,4,3,417259.1,0
OF000691,BR090,2024-07,7,6,164199.52,0
OF000691,BR090,2024-08,6,5,443155.88,0
OF000691,BR090,2024-09,5,4,313974.58,0
OF000691,BR090,2024-10,5,4,232558.67,0
OF000691,BR090,2024-11,6,5,198433.12,1
OF000691,BR090,2024-12,6,5,198382.76,0
OF000692,BR090,2024-01,8,7,305921.07,0
OF000692,BR090,2024-02,6,5,71923.21,0
OF000692,BR090,2024-03,7,6,104861.57,0
OF000692,BR090,2024-04,4,3,344160.42,0
OF000692,BR090,2024-05,7,6,189739.64,0
OF000692,BR090,2024-06,4,3,251042.55,0
OF000692,BR090,2024-07,5,4,87234.39,0
OF000692,BR090,2024-08,7,6,138342.99,0
OF000692,BR090,2024-09,5,4,261066.6,0
OF000692,BR090,2024-10,7,6,473129.5,0
OF000692,BR090,2024-11,7,6,489717.57,1
OF000692,BR090,2024-12,6,5,114846.01,0
OF000693,BR090,2024-01,7,6,334026.25,0
OF000693,BR090,2024-02,5,4,221854.85,0
OF000693,BR090,2024-03,7,6,148778.82,0
OF000693,BR090,2024-04,5,4,196266.94,0
OF000693,BR090,2024-05,6,5,362556.37,1
OF000693,BR090,2024-06,5,4,147528.29,1
OF000693,BR090,2024-07,4,3,282356.1,1
OF000693,BR090,2024-08,7,6,245189.96,0
OF000693,BR090,2024-09,5,4,476482.03,0
OF000693,BR090,2024-10,4,3,379393.62,0
OF000693,BR090,2024-11,7,6,131156.95,0
OF000693,BR090,2024-12,4,3,496659.05,0
OF000694,BR090,2024-01,5,4,217925.19,0
OF000694,BR090,2024-02,5,4,309992.85,0
OF000694,BR090,2024-03,5,4,299195.63,0
OF000694,BR090,2024-04,5,4,205665.97,0
OF000694,BR090,2024-05,6,5,396815.02,0
OF000694,BR090,2024-06,5,4,289527.81,1
OF000694,BR090,2024-07,5,4,53707.03,0
OF000694,BR090,2024-08,4,3,447039.49,0
OF000694,BR090,2024-09,4,3,151763.88,1
OF000694,BR090,2024-10,5,4,174784.06,0
OF000694,BR090,2024-11,5,4,429063.51,0
OF000694,BR090,2024-12,6,5,449769.16,0
OF000695,BR090,2024-01,7,6,473714.51,0
OF000695,BR090,2024-02,5,4,63432.27,0
OF000695,BR090,2024-03,5,4,203793.03,0
OF000695,BR090,2024-04,4,3,55581.88,0
OF000695,BR090,2024-05,5,4,186266.63,0
OF000695,BR090,2024-06,6,5,165716.23,0
OF000695,BR090,2024-07,5,4,456317.22,0
OF000695,BR090,2024-08,7,6,155232.52,0
OF000695,BR090,2024-09,6,5,364626.89,0
OF000695,BR090,2024-10,4,3,365905.47,0
OF000695,BR090,2024-11,7,6,76327.28,0
OF000695,BR090,2024-12,5,4,92346.05,0
OF000696,BR090,2024-01,5,4,411335.13,1
OF000696,BR090,2024-02,5,4,422147.01,0
OF000696,BR090,2024-03,7,6,458161.08,0
OF000696,BR090,2024-04,6,5,230653.62,0
OF000696,BR090,2024-05,8,6,67577.38,0
OF000696,BR090,2024-06,7,6,478503.23,0
OF000696,BR090,2024-07,8,6,478780.43,0
OF000696,BR090,2024-08,5,4,423073.32,0
OF000696,BR090,2024-09,7,6,262693.8,0
OF000696,BR090,2024-10,4,3,245407.18,0
OF000696,BR090,2024-11,6,5,459398.21,0
OF000696,BR090,2024-12,7,6,469174.42,0
OF000697,BR091,2024-01,7,6,395520.52,0
OF000697,BR091,2024-02,6,5,239629.3,0
OF000697,BR091,2024-03,6,5,148608.74,0
OF000697,BR091,2024-04,7,6,416649.36,0
OF000697,BR091,2024-05,6,5,350481.89,1
OF000697,BR091,2024-06,7,5,59121.51,0
OF000697,BR091,2024-07,8,7,478078.35,1
OF000697,BR091,2024-08,7,6,160856.06,0
OF000697,BR091,2024-09,5,4,458112.26,0
OF000697,BR091,2024-10,5,4,295615.35,0
OF000697,BR091,2024-11,4,3,144324.73,0
OF000697,BR091,2024-12,8,7,486413.5,0
OF000698,BR091,2024-01,8,7,302871.72,0
OF000698,BR091,2024-02,5,4,86760.98,0
OF000698,BR091,2024-03,6,5,401993.4,0
OF000698,BR091,2024-04,8,7,266136.97,2
OF000698,BR091,2024-05,4,3,457929.81,0
OF000698,BR091,2024-06,5,4,337924.83,0
OF000698,BR091,2024-07,7,6,456921.38,0
OF000698,BR091,2024-08,5,4,304811.74,0
OF000698,BR091,2024-09,7,6,66691.18,0
OF000698,BR091,2024-10,5,4,466486.67,0
OF000698,BR091,2024-11,6,5,108048.09,0
OF000698,BR091,2024-12,5,4,406081.04,0
OF000699,BR091,2024-01,6,5,252473.27,0
OF000699,BR091,2024-02,5,4,334051.32,0
OF000699,BR091,2024-03,9,8,159425.44,0
OF000699,BR091,2024-04,8,7,394022.47,0
OF000699,BR091,2024-05,5,4,330463.23,0
OF000699,BR091,2024-06,5,4,467992.62,0
OF000699,BR091,2024-07,8,7,340084.11,0
OF000699,BR091,2024-08,6,5,319753.96,0
OF000699,BR091,2024-09,8,7,396040.76,0
OF000699,BR091,2024-10,6,5,148360.64,0
OF000699,BR091,2024-11,8,6,297830.79,0
OF000699,BR091,2024-12,6,5,265103.88,0
OF000700,BR091,2024-01,8,7,229457.9,0
OF000700,BR091,2024-02,5,4,456414.27,0
OF000700,BR091,2024-03,5,4,331980.69,0
OF000700,BR091,2024-04,7,6,489775.08,0
OF000700,BR091,2024-05,6,5,252356.61,0
OF000700,BR091,2024-06,5,4,355422.37,0
OF000700,BR091,2024-07,6,5,398577.41,0
OF000700,BR091,2024-08,6,5,486324.99,0
OF000700,BR091,2024-09,7,6,154193.18,0
OF000700,BR091,2024-10,8,6,430055.19,0
OF000700,BR091,2024-11,7,6,173302.25,0
OF000700,BR091,2024-12,5,4,303715.02,0
OF000701,BR091,2024-01,9,8,378461.54,1
OF000701,BR091,2024-02,10,8,236218.32,0
OF000701,BR091,2024-03,10,9,225216.59,0
OF000701,BR091,2024-04,8,7,341243.75,0
OF000701,BR091,2024-05,8,7,427202.95,0
OF000701,BR091,2024-06,6,5,446119.24,0
OF000701,BR091,2024-07,6,5,114419.82,0
OF000701,BR091,2024-08,9,8,197786.66,0
OF000701,BR091,2024-09,9,8,427102.98,0
OF000701,BR091,2024-10,9,8,114532.97,0
OF000701,BR091,2024-11,8,7,351845.49,0
OF000701,BR091,2024-12,7,6,292723.57,0
OF000702,BR091,2024-01,5,4,352282.1,0
OF000702,BR091,2024-02,8,6,455941.19,0
OF000702,BR091,2024-03,7,6,338225.36,0
OF000702,BR091,2024-04,5,4,483856.26,0
OF000702,BR091,2024-05,7,6,419066.07,0
OF000702,BR091,2024-06,7,6,135787.96,0
OF000702,BR091,2024-07,5,4,73672.12,0
OF000702,BR091,2024-08,5,4,115057.63,1
OF000702,BR091,2024-09,5,4,91424.14,0
OF000702,BR091,2024-10,5,4,246923.96,2
OF000702,BR091,2024-11,5,4,305976.0,0
OF000702,BR091,2024-12,8,7,385700.53,1
OF000703,BR091,2024-01,7,6,353721.25,0
OF000703,BR091,2024-02,8,6,74242.05,1
OF000703,BR091,2024-03,7,6,104938.1,0
OF000703,BR091,2024-04,7,6,244940.09,0
OF000703,BR091,2024-05,9,8,81576.12,0
OF000703,BR091,2024-06,5,4,163910.66,0
OF000703,BR091,2024-07,7,6,111038.16,0
OF000703,BR091,2024-08,10,9,268946.45,0
OF000703,BR091,2024-09,7,6,55800.7,0
OF000703,BR091,2024-10,8,7,351304.67,0
OF000703,BR091,2024-11,6,5,55784.63,0
OF000703,BR091,2024-12,8,7,392575.22,2
OF000704,BR092,2024-01,20,19,358762.2,0
OF000704,BR092,2024-02,13,12,151325.09,0
OF000704,BR092,2024-03,20,18,312649.18,0
OF000704,BR092,2024-04,18,17,465816.91,1
OF000704,BR092,2024-05,14,12,139799.77,0
OF000704,BR092,2024-06,17,16,342316.66,0
OF000704,BR092,2024-07,14,13,392606.98,0
OF000704,BR092,2024-08,17,14,147856.75,0
OF000704,BR092,2024-09,12,11,173473.09,0
OF000704,BR092,2024-10,17,14,352482.95,0
OF000704,BR092,2024-11,20,17,364478.86,1
OF000704,BR092,2024-12,11,9,304375.14,0
OF000705,BR092,2024-01,11,10,274480.5,0
OF000705,BR092,2024-02,14,11,326439.08,0
OF000705,BR092,2024-03,16,13,308536.03,0
OF000705,BR092,2024-04,11,10,261726.24,0
OF000705,BR092,2024-05,12,11,461833.35,0
OF000705,BR092,2024-06,15,12,87542.44,0
OF000705,BR092,2024-07,17,15,371567.75,0
OF000705,BR092,2024-08,12,11,212352.06,0
OF000705,BR092,2024-09,12,11,303460.8,0
OF000705,BR092,2024-10,10,8,250223.84,0
OF000705,BR092,2024-11,14,13,316967.48,1
OF000705,BR092,2024-12,11,10,219351.71,0
OF000706,BR092,2024-01,12,11,72268.72,1
OF000706,BR092,2024-02,14,12,111970.55,0
OF000706,BR092,2024-03,11,9,218047.25,0
OF000706,BR092,2024-04,17,16,420956.03,0
OF000706,BR092,2024-05,15,14,361701.55,0
OF000706,BR092,2024-06,17,16,382805.44,0
OF000706,BR092,2024-07,17,15,169278.52,0
OF000706,BR092,2024-08,11,10,404912.71,0
OF000706,BR092,2024-09,14,13,448829.06,1
OF000706,BR092,2024-10,11,9,93227.36,0
OF000706,BR092,2024-11,12,11,365311.88,1
OF000706,BR092,2024-12,17,15,329023.67,0
OF000707,BR092,2024-01,18,17,234941.88,0
OF000707,BR092,2024-02,19,16,123590.8,0
OF000707,BR092,2024-03,15,13,333211.69,0
OF000707,BR092,2024-04,16,14,296275.6,0
OF000707,BR092,2024-05,11,10,449637.52,0
OF000707,BR092,2024-06,15,14,225371.11,0
OF000707,BR092,2024-07,17,16,261401.17,0
OF000707,BR092,2024-08,14,13,196952.68,0
OF000707,BR092,2024-09,16,15,371819.36,0
OF000707,BR092,2024-10,20,17,281638.25,2
OF000707,BR092,2024-11,14,13,259184.6,0
OF000707,BR092,2024-12,19,18,215050.2,0
OF000708,BR092,2024-01,20,17,361185.04,0
OF000708,BR092,2024-02,12,11,321601.87,0
OF000708,BR092,2024-03,11,9,50616.66,0
OF000708,BR092,2024-04,11,10,445339.91,0
OF000708,BR092,2024-05,18,15,334587.42,0
OF000708,BR092,2024-06,15,14,242797.32,0
OF000708,BR092,2024-07,19,16,438147.73,0
OF000708,BR092,2024-08,17,16,209007.34,0
OF000708,BR092,2024-09,16,15,453927.86,0
OF000708,BR092,2024-10,15,13,492908.74,0
