customer_id,primary_branch,avg_weekly_cash,historical_cycles,risk_score_0_100,default_prob,churn_prob,recommended_limit_ksh
C0001474,BR070,14787,2,23.42,0.562,0.076,45615
C0007432,BR094,5162,2,22.33,0.347,0.243,24055
C0033417,BR029,19607,1,38.61,0.085,0.469,60000
C0036038,BR020,1998,2,8.99,0.564,0.224,5056
C0042715,BR036,7843,1,13.56,0.028,0.086,36681
C0039589,BR001,6944,1,18.59,0.015,0.153,34619
C0046116,BR037,6351,5,58.35,0.117,0.147,28564
C0059993,BR053,18079,2,4.55,0.037,0.4,60000
C0033208,BR016,14335,3,29.48,0.378,0.217,60000
C0024121,BR046,11967,3,23.16,0.21,0.192,35540
C0009562,BR015,3910,3,40.66,0.089,0.341,16133
C0043552,BR096,8300,3,44.01,0.064,0.186,34067
C0051994,BR053,7755,4,23.58,0.151,0.343,22557
C0057055,BR001,18545,1,47.13,0.348,0.431,49977
C0021611,BR036,12729,2,52.84,0.301,0.368,35691
C0013579,BR013,9931,2,13.92,0.216,0.369,27070
C0004683,BR062,18895,2,4.42,0.151,0.298,60000
C0051769,BR047,16148,2,30.2,0.328,0.212,40421
C0000814,BR020,19708,2,14.8,0.26,0.821,60000
C0028121,BR071,8851,1,24.61,0.255,0.419,19850
C0042694,BR063,5251,1,18.34,0.139,0.162,13374
C0032162,BR051,18152,6,11.77,0.244,0.399,56623
C0037822,BR022,4876,3,61.54,0.283,0.229,19710
C0059165,BR080,3028,2,40.68,0.218,0.567,13771
C0018282,BR045,3570,2,28.95,0.082,0.433,11198
C0050099,BR060,7869,2,15.36,0.057,0.35,29755
C0048333,BR051,14704,2,76.59,0.148,0.563,49864
C0036118,BR020,14901,3,37.52,0.589,0.361,47665
C0033951,BR006,5353,2,32.36,0.086,0.088,24643
C0013362,BR071,8906,1,1.99,0.151,0.414,24538
C0055876,BR069,9314,1,15.69,0.101,0.573,32234
C0012496,BR098,2670,2,54.28,0.104,0.554,5540
C0012019,BR031,2103,2,44.9,0.191,0.271,5000
C0035193,BR010,14562,2,47.59,0.162,0.203,60000
C0038203,BR068,13668,2,31.82,0.034,0.227,60000
C0015710,BR024,5131,3,29.05,0.174,0.246,19491
C0058067,BR082,17795,1,7.67,0.062,0.272,60000
C0032200,BR030,18665,6,27.85,0.335,0.635,60000
C0046892,BR019,6479,1,35.27,0.345,0.463,28942
C0056266,BR096,19145,2,31.28,0.105,0.251,42394
C0033453,BR014,4980,2,24.14,0.213,0.578,15312
C0017786,BR039,14422,4,36.58,0.327,0.186,42501
C0054079,BR038,12163,2,7.11,0.203,0.563,39078
C0053905,BR030,10958,2,27.74,0.16,0.481,44920
C0006564,BR030,10862,2,51.4,0.286,0.177,23249
C0033829,BR081,9350,4,19.48,0.159,0.182,25496
C0021035,BR036,17697,1,35.46,0.156,0.595,60000
C0025666,BR060,9620,6,3.95,0.148,0.317,35183
C0052121,BR040,3889,4,14.73,0.078,0.354,13418
C0050918,BR081,6649,4,12.53,0.117,0.498,21472
C0002873,BR095,3455,3,58.09,0.398,0.206,11471
C0003258,BR071,15352,2,20.47,0.249,0.464,53507
C0053256,BR001,9278,3,34.78,0.305,0.145,29775
C0021653,BR040,1639,3,41.3,0.074,0.243,5000
C0028422,BR064,9695,0,23.15,0.152,0.33,38659
C0015878,BR028,12349,4,5.22,0.387,0.288,30182
C0021589,BR014,5549,6,37.2,0.009,0.183,16621
C0058479,BR057,16641,1,19.16,0.115,0.359,60000
C0009452,BR066,3306,3,30.73,0.231,0.558,7242
C0005606,BR008,14632,1,41.7,0.121,0.265,55443
C0044524,BR077,4524,3,36.29,0.144,0.538,12145
C0043356,BR099,11729,4,6.1,0.198,0.189,57421
C0055541,BR098,7613,3,21.39,0.144,0.257,32852
C0045915,BR086,9835,1,32.63,0.579,0.574,21266
C0038215,BR051,4149,6,47.87,0.101,0.175,13967
C0011455,BR030,18052,2,45.71,0.164,0.513,53981
C0056454,BR057,11790,1,3.61,0.373,0.22,52392
C0051998,BR008,17509,3,64.9,0.048,0.214,60000
C0056840,BR005,17490,5,35.73,0.038,0.295,50273
C0025288,BR076,2995,4,5.57,0.307,0.111,9259
C0026324,BR094,4320,4,16.13,0.339,0.574,12386
C0021033,BR001,7169,2,16.36,0.079,0.14,14920
C0057194,BR068,10634,3,39.06,0.258,0.305,48870
C0021467,BR008,7985,4,19.47,0.405,0.428,23495
C0011590,BR040,5243,5,10.34,0.487,0.249,21031
C0055912,BR018,4123,0,38.52,0.208,0.393,16062
C0030748,BR037,7901,3,42.29,0.191,0.125,38439
C0022401,BR072,10858,3,29.86,0.06,0.586,23686
C0056803,BR085,8269,1,58.39,0.308,0.059,24625
C0024023,BR096,19712,6,20.56,0.168,0.522,60000
C0004847,BR038,5169,4,28.62,0.019,0.37,22761
C0027399,BR085,3358,3,23.83,0.056,0.348,8152
C0011641,BR045,4367,4,37.79,0.052,0.466,10439
C0039090,BR006,6289,4,14.15,0.154,0.368,18258
C0038162,BR042,10911,1,17.79,0.178,0.292,24666
C0009652,BR007,14354,6,17.13,0.177,0.403,60000
C0040864,BR090,12612,1,45.69,0.344,0.478,49659
C0013736,BR002,17067,2,62.71,0.468,0.192,51982
C0026075,BR049,8291,4,29.61,0.146,0.357,28256
C0006788,BR075,4230,2,51.64,0.273,0.449,13851
C0027911,BR098,2469,5,69.84,0.019,0.075,7499
C0040631,BR075,15775,1,29.75,0.022,0.072,32627
C0011537,BR038,10474,2,39.15,0.045,0.022,45074
C0058406,BR018,18663,2,67.39,0.273,0.256,60000
C0002287,BR064,10676,6,24.45,0.111,0.372,40981
C0039026,BR072,11534,1,6.54,0.141,0.662,54058
C0035926,BR074,18317,6,41.56,0.075,0.203,60000
C0052688,BR098,11154,7,21.35,0.064,0.394,25477
C0002821,BR085,2323,2,18.55,0.017,0.214,6472
C0041218,BR032,2365,4,18.54,0.045,0.289,8737
C0049521,BR069,14079,2,28.47,0.171,0.042,60000
C0018371,BR055,9889,7,16.62,0.007,0.505,33418
C0002272,BR100,14082,3,35.72,0.069,0.457,41254
C0005771,BR006,18712,0,51.85,0.086,0.291,60000
C0013495,BR094,6979,2,24.86,0.238,0.196,27073
C0001300,BR055,8881,4,23.05,0.041,0.367,41043
C0033636,BR039,4642,5,19.31,0.47,0.295,16665
C0018317,BR070,6556,0,18.64,0.043,0.215,21659
C0039034,BR081,11283,3,17.34,0.171,0.155,56046
C0035271,BR077,3832,5,45.83,0.473,0.39,17230
C0052183,BR052,9736,2,44.87,0.431,0.276,48479
C0051681,BR017,14077,2,24.58,0.189,0.388,60000
C0024794,BR022,2724,5,20.84,0.248,0.303,10822
C0053994,BR013,9368,6,19.62,0.034,0.218,39515
C0012115,BR035,5455,0,50.0,0.497,0.228,22823
C0039367,BR053,13046,2,44.04,0.167,0.546,60000
C0017160,BR089,6327,6,18.35,0.089,0.455,30434
C0048212,BR019,13619,4,16.94,0.291,0.302,56965
C0017914,BR017,7238,2,32.64,0.27,0.443,23084
C0057618,BR020,4797,5,14.98,0.128,0.131,22932
C0020661,BR061,16480,2,41.22,0.358,0.183,48657
C0021441,BR036,12455,3,50.09,0.248,0.397,48159
C0027756,BR023,4820,6,42.57,0.084,0.219,23644
C0032637,BR039,14764,1,7.22,0.167,0.436,32903
C0046206,BR039,2705,0,18.59,0.147,0.391,12434
C0013859,BR054,3582,3,14.84,0.249,0.45,8208
C0033826,BR042,2257,4,37.54,0.05,0.412,9867
C0039070,BR074,14296,1,9.71,0.297,0.747,32082
C0038772,BR019,17474,0,22.96,0.191,0.303,43236
C0014564,BR076,9106,0,26.09,0.291,0.413,39561
C0049977,BR013,18274,2,63.02,0.518,0.48,51962
C0037654,BR078,17234,1,15.08,0.125,0.42,53737
C0026937,BR037,3304,1,4.88,0.16,0.323,7984
C0015496,BR029,12353,2,30.46,0.124,0.15,48825
C0037401,BR070,12390,4,22.61,0.294,0.503,47145
C0029196,BR067,9947,4,9.34,0.21,0.345,35863
C0048944,BR016,8650,4,38.29,0.042,0.277,33049
C0054324,BR007,5617,3,20.63,0.303,0.112,18351
C0001876,BR051,10601,4,41.45,0.313,0.333,24457
C0029197,BR039,10058,7,18.14,0.314,0.263,28234
C0041472,BR072,9000,4,34.18,0.225,0.389,22935
C0043898,BR001,19297,3,19.05,0.165,0.539,60000
C0015305,BR078,7769,2,13.95,0.219,0.369,22812
C0006041,BR090,8680,0,21.41,0.16,0.256,21943
C0049215,BR066,6379,1,26.83,0.112,0.577,28722
C0040728,BR024,14947,1,37.37,0.106,0.352,60000
C0023625,BR016,7858,3,27.95,0.272,0.42,16419
C0030648,BR087,2154,4,11.46,0.321,0.7,6310
C0023091,BR067,3127,1,49.91,0.249,0.337,12191
C0044305,BR019,13098,2,48.81,0.056,0.702,35643
C0007003,BR009,16181,4,33.1,0.299,0.119,44165
C0044057,BR062,4239,5,15.21,0.193,0.087,9105
C0048460,BR082,9405,3,22.81,0.456,0.062,21283
C0025541,BR035,12080,1,72.04,0.314,0.409,38019
C0030374,BR021,7393,1,20.46,0.131,0.28,25279
C0018922,BR037,3803,4,15.33,0.236,0.36,9969
C0041506,BR027,17998,7,19.35,0.154,0.046,57189
C0052394,BR064,2109,5,13.09,0.161,0.422,7531
C0032179,BR071,2403,2,43.22,0.065,0.532,5863
C0041692,BR067,17640,5,2.07,0.15,0.191,60000
C0005655,BR023,9822,8,50.58,0.522,0.007,28606
C0018889,BR010,16689,5,30.01,0.34,0.566,50523
C0004819,BR033,12721,4,1.31,0.108,0.372,59404
C0017250,BR007,8244,5,48.24,0.225,0.237,23061
C0023491,BR017,16729,6,18.43,0.223,0.504,60000
C0038939,BR080,18713,4,48.94,0.051,0.25,43488
C0040301,BR083,4999,2,34.5,0.146,0.256,10707
C0006476,BR094,17962,3,33.4,0.247,0.14,60000
C0040738,BR074,12400,4,33.09,0.2,0.366,27680
C0028183,BR080,10330,3,18.59,0.298,0.633,32335
C0057592,BR055,3682,2,59.92,0.022,0.15,16243
C0019910,BR035,12593,2,35.15,0.503,0.786,29101
C0049812,BR091,4341,2,48.86,0.043,0.247,19330
C0027738,BR034,11167,3,16.48,0.207,0.234,39594
C0019803,BR009,7002,4,25.18,0.343,0.138,17603
C0048131,BR073,18598,3,15.67,0.043,0.188,60000
C0025991,BR014,2605,4,16.91,0.173,0.139,10955
C0015178,BR077,6670,7,19.02,0.095,0.477,16649
C0046910,BR068,6523,3,68.23,0.231,0.543,29688
C0007673,BR077,10422,6,16.57,0.117,0.108,41901
C0054702,BR076,5300,5,23.51,0.049,0.108,10728
C0057688,BR086,6078,4,38.02,0.27,0.461,26680
C0031338,BR071,16553,4,20.76,0.463,0.212,60000
C0025983,BR035,18629,5,15.42,0.058,0.204,60000
C0008852,BR084,10725,5,41.9,0.041,0.108,25526
C0042882,BR046,17211,3,35.64,0.192,0.266,48360
C0052097,BR090,17735,1,19.85,0.26,0.324,60000
C0040306,BR081,9200,1,45.4,0.374,0.201,42223
C0050650,BR039,16590,4,27.73,0.003,0.386,41220
C0002966,BR064,8979,4,42.24,0.319,0.399,29091
C0005185,BR018,13924,4,48.89,0.119,0.335,38214
C0014472,BR005,14506,6,37.91,0.234,0.318,55239
C0041834,BR012,9913,4,27.94,0.05,0.449,27952
C0015122,BR054,14236,1,19.77,0.058,0.275,42233
C0013019,BR002,11879,4,44.08,0.253,0.453,35374
C0016844,BR079,13565,1,56.47,0.227,0.216,45759
C0059583,BR086,18069,1,28.4,0.096,0.024,60000
C0009052,BR094,9258,3,52.99,0.221,0.083,35069
C0000389,BR085,13917,3,64.06,0.262,0.313,48919
C0044618,BR085,17878,2,11.47,0.285,0.276,60000
C0008226,BR075,8954,1,46.98,0.185,0.157,42286
C0046658,BR046,3464,2,49.45,0.263,0.166,10356
C0048256,BR033,5112,2,32.34,0.088,0.732,18150
C0042952,BR075,18468,1,20.75,0.079,0.478,60000
C0042000,BR066,6723,1,39.9,0.102,0.193,32310
C0045571,BR032,6675,2,12.46,0.191,0.158,16097
C0039172,BR080,7122,5,3.61,0.367,0.063,24872
C0001631,BR093,6075,7,13.78,0.207,0.305,26067
C0035349,BR037,8138,2,43.31,0.371,0.132,24891
C0054858,BR029,13316,1,51.04,0.11,0.055,55808
C0008547,BR058,3980,2,13.47,0.487,0.517,8973
C0033654,BR026,10766,2,43.15,0.374,0.312,25413
C0054466,BR014,8206,2,24.51,0.177,0.106,17619
C0028041,BR093,3553,3,15.32,0.29,0.094,8103
C0038475,BR045,6994,1,36.04,0.421,0.32,28072
C0030300,BR099,5296,3,18.04,0.074,0.825,19488
C0047593,BR090,11284,5,18.52,0.211,0.231,55911
C0006911,BR084,15745,6,18.21,0.202,0.117,38011
C0041330,BR080,10111,2,44.5,0.458,0.387,46433
C0048277,BR066,6841,3,2.97,0.204,0.175,28471
C0004572,BR064,14438,3,24.69,0.189,0.397,50666
C0004935,BR048,13414,3,21.91,0.172,0.308,34866
C0016078,BR028,8480,3,25.43,0.388,0.67,28898
C0027149,BR003,19425,5,56.48,0.073,0.582,46050
C0004428,BR026,19633,3,43.31,0.214,0.745,60000
C0023700,BR019,6460,1,46.55,0.083,0.529,28465
C0045770,BR044,8145,3,15.97,0.007,0.402,29855
C0019654,BR024,8917,2,44.24,0.126,0.549,29717
C0050054,BR074,6789,0,29.77,0.384,0.279,27573
C0040181,BR014,8674,1,25.06,0.047,0.057,34131
C0024548,BR013,7368,2,56.98,0.427,0.312,31476
C0019009,BR068,6892,1,38.24,0.275,0.206,34210
C0017472,BR027,16325,4,10.6,0.062,0.243,38560
C0048361,BR084,12542,2,64.0,0.135,0.137,57592
C0046803,BR051,17238,2,12.78,0.071,0.293,60000
C0021821,BR047,11588,1,15.08,0.085,0.256,36272
C0058838,BR037,19010,5,44.5,0.181,0.496,60000
C0024549,BR089,1902,2,15.25,0.384,0.538,9174
C0012690,BR057,15790,2,12.3,0.162,0.317,44014
C0044151,BR017,2805,9,50.59,0.041,0.131,9122
C0052035,BR049,9295,2,43.47,0.354,0.169,34545
C0023880,BR087,5938,2,13.91,0.223,0.176,29153
C0028255,BR010,6795,4,49.97,0.161,0.263,32013
C0016639,BR024,19414,2,19.96,0.232,0.626,56856
C0052285,BR071,18246,3,34.66,0.201,0.265,58016
C0044436,BR027,3716,3,30.2,0.089,0.102,13354
C0014484,BR002,19204,5,45.55,0.111,0.13,41740
C0004050,BR001,7754,7,19.7,0.364,0.201,31995
C0032517,BR042,9770,2,3.31,0.112,0.519,44331
C0009919,BR047,6081,1,45.31,0.026,0.325,28692
C0055190,BR098,12038,1,25.37,0.321,0.271,55158
C0018171,BR081,11029,5,23.37,0.034,0.141,36977
C0043977,BR069,19492,3,42.03,0.186,0.055,60000
C0016711,BR005,4846,1,19.23,0.054,0.305,20995
C0053629,BR016,14968,3,13.44,0.205,0.087,60000
C0039319,BR078,5677,4,35.86,0.102,0.128,11700
C0008698,BR001,12296,3,17.87,0.492,0.348,45323
C0004224,BR064,12625,4,29.6,0.13,0.456,30786
C0028895,BR064,8468,1,9.95,0.03,0.384,36427
C0047462,BR087,1973,2,20.28,0.103,0.551,8584
C0029451,BR013,14994,3,45.43,0.153,0.568,60000
C0059773,BR092,8317,0,7.97,0.537,0.251,26875
C0006166,BR010,1717,2,6.06,0.335,0.286,7789
C0050523,BR072,17060,2,35.15,0.266,0.322,60000
C0059636,BR065,15512,3,70.67,0.015,0.154,38791
C0058245,BR013,4009,2,10.9,0.414,0.434,17778
C0009410,BR023,7098,0,21.39,0.429,0.372,34243
C0019222,BR061,8072,2,46.35,0.338,0.629,20866
C0008543,BR082,3432,3,16.06,0.069,0.147,13020
C0052559,BR090,11522,3,41.28,0.292,0.216,56860
C0000771,BR017,2265,4,33.57,0.171,0.192,9219
C0011670,BR039,19855,2,30.11,0.065,0.222,51864
C0038270,BR001,18015,4,25.54,0.166,0.398,55959
C0050832,BR077,12366,0,10.74,0.038,0.123,26199
C0056017,BR045,1660,2,29.77,0.103,0.583,5000
C0031201,BR075,3552,3,48.54,0.452,0.198,16710
C0006110,BR052,17420,1,6.53,0.105,0.15,60000
C0017065,BR066,12142,0,5.89,0.068,0.174,34575
C0041569,BR050,2864,2,11.7,0.357,0.334,9904
C0011189,BR010,3686,2,22.05,0.168,0.457,11634
C0045475,BR014,13330,5,12.33,0.291,0.28,60000
C0030966,BR051,17293,6,27.65,0.184,0.384,47605
C0025762,BR009,3849,3,56.09,0.326,0.508,8879
C0054911,BR022,13028,2,41.11,0.127,0.397,60000
C0045790,BR044,7852,5,38.77,0.079,0.511,16281
C0011149,BR038,14755,2,7.56,0.141,0.196,55063
C0004304,BR076,16579,2,14.08,0.102,0.594,36338
C0034670,BR046,2441,3,19.67,0.335,0.355,9798
C0043210,BR009,10475,4,15.84,0.146,0.158,36022
C0012836,BR034,11767,3,52.58,0.107,0.229,38076
C0050778,BR002,19955,4,54.42,0.062,0.376,60000
C0017060,BR013,2004,8,26.66,0.206,0.333,9102
C0049083,BR077,3656,5,22.81,0.109,0.162,9571
C0051207,BR096,7219,4,76.8,0.176,0.294,25427
C0010901,BR098,17762,4,46.16,0.24,0.228,60000
C0050841,BR060,1717,3,26.91,0.176,0.373,8540
C0012337,BR021,11602,5,15.73,0.175,0.096,31383
C0001025,BR046,19281,4,22.0,0.166,0.098,59162
C0012258,BR036,4098,5,25.22,0.489,0.328,10586
C0047797,BR097,16429,1,18.75,0.11,0.46,49673
C0028038,BR080,12550,0,10.32,0.058,0.405,60000
C0021200,BR045,16523,7,26.39,0.099,0.227,60000
C0011024,BR082,2391,3,22.87,0.056,0.652,10901
C0020545,BR071,2306,3,6.78,0.13,0.462,8978
C0011407,BR036,14084,4,16.54,0.201,0.369,60000
C0052276,BR030,2463,5,57.36,0.308,0.643,11672
C0041250,BR097,6468,2,57.68,0.302,0.179,25476
C0015445,BR060,3133,2,25.86,0.168,0.54,10916
C0006910,BR055,5006,1,42.45,0.394,0.034,14664
C0035220,BR034,16089,1,42.33,0.175,0.741,60000
C0030044,BR094,12637,5,12.21,0.247,0.335,46477
C0004310,BR052,2787,3,59.72,0.127,0.242,11894
C0036062,BR035,15691,2,48.24,0.201,0.329,60000
C0045853,BR020,11675,3,12.75,0.045,0.406,32840
C0019004,BR010,19701,1,26.69,0.053,0.437,42272
C0039204,BR049,4939,3,41.56,0.164,0.458,21957
C0014612,BR019,12688,0,32.49,0.051,0.323,50578
C0026955,BR041,15818,2,17.15,0.204,0.274,36553
C0026444,BR005,5777,3,36.09,0.129,0.353,12250
C0049040,BR096,12919,2,13.19,0.037,0.401,59721
C0048469,BR016,3964,2,58.7,0.038,0.351,19573
C0016872,BR036,5828,1,12.32,0.39,0.332,23980
C0031941,BR086,7111,9,37.06,0.135,0.508,31991
C0027303,BR093,12044,2,25.61,0.202,0.375,59243
C0003054,BR028,1905,3,19.27,0.295,0.479,7008
C0018970,BR012,4776,2,8.77,0.321,0.324,14511
C0047094,BR007,9490,3,12.29,0.251,0.118,40344
C0048257,BR100,18938,1,15.03,0.476,0.294,60000
C0008651,BR003,10813,1,20.89,0.334,0.505,52733
C0027165,BR080,4555,1,32.82,0.309,0.46,18552
C0009478,BR017,18682,3,40.65,0.626,0.366,60000
C0002479,BR037,16758,8,16.13,0.16,0.313,60000
C0040795,BR050,13009,2,17.29,0.371,0.288,33048
C0048417,BR073,18347,1,3.64,0.088,0.574,56646
C0029408,BR034,10432,4,13.5,0.012,0.135,34761
C0059477,BR088,15865,2,69.87,0.289,0.29,60000
C0018465,BR069,10865,4,66.08,0.071,0.319,28407
C0049984,BR022,6328,3,25.86,0.064,0.228,21243
C0001267,BR099,17047,3,17.5,0.146,0.098,60000
C0049236,BR083,15128,2,25.78,0.267,0.157,60000
C0047129,BR012,5616,1,8.14,0.249,0.152,21348
C0051833,BR088,8194,3,35.82,0.065,0.36,22733
C0043180,BR021,3623,3,43.2,0.029,0.237,8119
C0051312,BR059,8469,8,10.08,0.101,0.096,40474
C0001801,BR008,9664,4,25.82,0.215,0.211,27871
C0054370,BR051,17490,0,44.55,0.23,0.624,40595
C0045170,BR098,16844,5,29.66,0.073,0.558,60000
C0045971,BR047,10437,2,42.11,0.305,0.408,31111
C0018408,BR005,11310,4,25.69,0.027,0.204,27933
C0006995,BR046,15202,1,25.17,0.24,0.034,51574
C0014179,BR040,10438,1,24.43,0.19,0.478,42868
C0007428,BR063,12450,6,19.87,0.068,0.048,57309
C0025633,BR064,7701,4,30.06,0.282,0.068,17304
C0017568,BR095,10994,3,36.34,0.146,0.072,30619
C0051563,BR080,6117,8,15.18,0.18,0.618,16295
C0011804,BR091,16465,6,5.94,0.121,0.279,42510
C0034228,BR006,4738,2,7.76,0.214,0.338,15712
C0009703,BR090,9884,0,21.35,0.03,0.376,22990
C0056161,BR065,19562,3,15.34,0.518,0.279,55984
C0005876,BR079,8536,6,6.27,0.274,0.23,38748
C0025014,BR090,13469,4,37.26,0.042,0.364,53767
C0002433,BR026,3365,1,14.6,0.08,0.413,15032
C0015347,BR009,3145,3,1.13,0.102,0.345,8493
C0039541,BR034,14065,3,19.16,0.186,0.331,40843
C0018162,BR013,3052,4,22.74,0.115,0.512,14192
C0048451,BR034,8103,1,43.56,0.205,0.035,24724
C0043135,BR064,12927,5,64.16,0.048,0.081,60000
C0047862,BR088,19785,3,6.34,0.124,0.303,60000
C0019542,BR040,2865,5,45.78,0.212,0.305,11366
C0002517,BR013,16554,8,7.3,0.064,0.171,41143
C0019745,BR019,17363,4,30.72,0.054,0.243,60000
C0003402,BR009,9824,1,30.11,0.097,0.479,26696
C0056028,BR079,11916,5,20.93,0.211,0.35,50232
C0015768,BR073,15773,3,27.24,0.381,0.158,41580
C0033006,BR066,11435,1,43.21,0.019,0.196,55748
C0001316,BR084,17818,1,17.67,0.114,0.452,60000
C0023479,BR097,17205,3,26.57,0.093,0.214,50622
C0001746,BR001,1739,1,12.56,0.151,0.254,6670
C0021108,BR046,14609,4,10.37,0.262,0.193,60000
C0026998,BR023,7668,5,9.81,0.157,0.264,27271
C0054145,BR032,4605,5,46.12,0.316,0.397,11864
C0012814,BR040,10275,1,15.92,0.084,0.738,38956
C0029073,BR018,7072,4,10.27,0.068,0.348,26952
C0033903,BR085,9027,2,34.66,0.241,0.159,38422
C0056780,BR065,11459,2,26.77,0.211,0.143,47043
C0034122,BR076,4830,4,44.77,0.312,0.102,13194
C0058934,BR033,12812,5,22.75,0.071,0.135,45161
C0050981,BR042,2143,0,18.12,0.312,0.311,8478
C0050402,BR004,1617,2,10.44,0.093,0.227,5337
C0047844,BR024,5575,3,28.14,0.102,0.461,21661
C0041485,BR068,10346,3,23.87,0.392,0.322,23712
C0001109,BR085,3653,3,48.96,0.057,0.224,9248
C0056916,BR020,13071,1,18.93,0.527,0.374,59200
C0006531,BR072,15365,2,47.75,0.055,0.282,42370
C0044812,BR075,11471,1,15.51,0.135,0.36,42093
C0011896,BR075,11534,4,30.22,0.238,0.395,39216
C0014492,BR068,12338,3,4.21,0.086,0.378,37047
C0031784,BR075,4566,3,21.72,0.207,0.151,18026
C0051845,BR081,16966,1,39.41,0.252,0.524,35914
C0015309,BR053,12500,4,55.82,0.021,0.26,28702
C0049093,BR050,1774,1,66.13,0.213,0.496,8829
C0003465,BR045,13852,1,25.02,0.143,0.322,60000
C0028528,BR049,3060,3,28.13,0.236,0.157,10828
C0037543,BR006,12836,3,41.32,0.19,0.318,33575
C0007047,BR057,3722,3,26.56,0.125,0.412,16016
C0010194,BR100,19971,2,12.59,0.05,0.233,60000
C0054548,BR098,14789,2,29.27,0.152,0.554,47377
C0015096,BR082,18510,4,29.33,0.242,0.139,53794
C0029931,BR039,8865,1,55.43,0.085,0.612,43097
C0000663,BR008,7305,8,14.7,0.615,0.246,18152
C0043997,BR080,16429,0,35.57,0.212,0.469,49579
C0021579,BR033,7569,4,7.3,0.209,0.09,37696
C0023449,BR027,14233,2,12.71,0.438,0.255,32032
C0039794,BR086,11891,5,47.13,0.581,0.597,55356
C0011208,BR052,18130,3,15.66,0.179,0.364,60000
C0019033,BR053,10173,3,38.58,0.37,0.127,35169
C0022458,BR068,4476,2,23.51,0.068,0.299,9966
C0052727,BR036,6630,7,19.1,0.143,0.138,25053
C0040333,BR016,11158,0,9.14,0.261,0.157,54617
C0039843,BR049,17636,4,40.28,0.482,0.141,60000
C0020617,BR020,3920,2,37.25,0.152,0.199,13451
C0053496,BR038,12125,4,14.91,0.121,0.142,52575
C0039140,BR093,15007,5,12.03,0.071,0.293,55656
C0018682,BR032,8008,8,71.96,0.2,0.092,22059
C0020866,BR049,10144,6,36.96,0.025,0.232,29579
C0016728,BR004,8914,3,36.64,0.204,0.156,30105
C0010145,BR071,13045,6,15.68,0.088,0.465,34129
C0052664,BR056,11667,4,32.14,0.491,0.709,46345
C0058537,BR010,18202,2,41.56,0.039,0.799,44408
C0020311,BR090,15382,0,5.85,0.161,0.226,54731
C0035798,BR009,13329,2,34.53,0.281,0.374,35091
C0029992,BR046,19160,3,39.02,0.224,0.274,60000
C0014626,BR027,12282,2,41.61,0.161,0.33,33150
C0043654,BR029,18743,5,62.92,0.163,0.24,60000
C0039584,BR058,19894,3,17.92,0.348,0.435,60000
C0014525,BR062,2944,1,32.4,0.063,0.887,7103
C0004583,BR076,15899,3,47.42,0.258,0.483,58119
C0041820,BR014,14860,3,12.39,0.476,0.539,46595
C0014354,BR070,17351,2,61.93,0.042,0.12,35494
C0030613,BR061,19594,3,37.16,0.168,0.666,60000
C0045121,BR098,19512,5,19.25,0.164,0.597,45397
C0058779,BR002,17116,3,15.71,0.199,0.084,45550
C0058583,BR004,10269,1,17.92,0.358,0.402,49360
C0001444,BR002,17915,2,30.52,0.557,0.176,60000
C0024566,BR063,3426,6,38.87,0.396,0.446,15382
C0022835,BR022,4342,4,20.8,0.209,0.649,14543
C0028220,BR040,3335,3,42.96,0.149,0.542,15137
C0012680,BR069,14322,5,38.34,0.357,0.474,58991
C0033860,BR008,11499,3,39.17,0.052,0.093,45248
C0055261,BR084,3305,3,20.2,0.219,0.451,13819
C0005695,BR028,4228,4,19.52,0.136,0.323,16878
C0011789,BR025,13893,3,33.4,0.254,0.582,50866
C0005261,BR009,11193,5,13.97,0.11,0.277,22577
C0001120,BR041,15762,6,62.8,0.306,0.241,48085
C0054360,BR002,4754,3,20.1,0.035,0.355,19977
C0021341,BR032,9279,4,28.3,0.167,0.31,31293
C0058439,BR021,15509,1,57.01,0.261,0.457,60000
C0051776,BR025,5834,1,27.34,0.354,0.686,12710
C0011716,BR017,11092,4,18.09,0.011,0.311,41411
C0045642,BR042,12638,1,60.75,0.044,0.222,48471
C0010759,BR088,6898,2,18.94,0.122,0.286,24772
C0025705,BR015,7560,3,33.48,0.098,0.203,33629
C0008197,BR089,16365,2,19.67,0.211,0.366,42119
C0025408,BR055,12033,5,45.28,0.021,0.112,46985
C0012910,BR094,10141,5,64.04,0.212,0.644,25226
C0043804,BR004,10228,2,13.23,0.497,0.519,34429
C0051605,BR047,15676,1,43.79,0.043,0.171,60000
C0005941,BR052,8849,3,51.82,0.314,0.561,20354
C0049534,BR086,13655,4,21.29,0.218,0.234,42129
C0024246,BR098,8356,1,16.12,0.306,0.234,17031
C0025210,BR012,18919,3,16.97,0.155,0.601,45769
C0055768,BR070,4066,3,44.19,0.27,0.465,12698
C0050451,BR058,14748,3,30.26,0.432,0.238,58707
C0015207,BR001,11039,4,3.65,0.079,0.66,44603
C0018197,BR013,17465,4,46.59,0.063,0.194,41140
C0052851,BR039,17983,2,33.0,0.514,0.147,60000
C0056909,BR053,15875,4,27.86,0.538,0.227,60000
C0056647,BR070,3772,2,13.86,0.199,0.466,17950
C0045867,BR060,7176,1,31.41,0.157,0.186,27018
C0043201,BR010,2365,1,41.04,0.045,0.63,7944
